iso3,country_name,capital,continent,region,hemisphere,landlocked,island_nation,land_area_km2,un_member,eu_member,oecd_member,nato_member,g20_member,commonwealth_member,opec_member,primary_language_family,income_group,gdp_per_capita_ppp,gdp_tier,unemployment_rate,industry_pct_gdp,services_pct_gdp,agriculture_pct_gdp,economic_structure,rd_expenditure_pct_gdp,inflation_pct,population_total,population_tier,population_density,density_tier,population_growth_pct,urban_population_pct,urbanization_tier,fertility_rate,fertility_tier,pop_65_plus_pct,aging_tier,life_expectancy,life_expectancy_tier,infant_mortality,health_expenditure_pct_gdp,education_expenditure_pct_gdp,internet_users_pct,internet_tier,electricity_access_pct,imputed_fields_count
ABW,Aruba,Oranjestad,Americas,Caribbean,Northern,0,1,180,0,0,0,0,0,0,0,Indo-European,High income,50649.3015232212,High,7.5725,9.73591736419981,79.0035997315605,0.0342144315332219,Service-dominant,0.39205,4.25746204335427,107995.0,Tiny,596.438888888889,Very-dense,0.590657103226071,61.7909396819594,Urban,1.606,Below-replacement,17.0563223230356,Aged,76.5,High,9.1,7.19602823,3.61855755636695,97.17,Very-high,100.0,4
AFG,Afghanistan,Kabul,Asia,Southern Asia,Northern,1,0,652230,1,0,0,0,0,0,0,Indo-European,Low income,2201.72290691677,Low,13.687,13.4498227120978,46.3743698691993,34.7432471445174,Agriculture-significant,0.04217,-6.60118564073725,42647492.0,Medium,63.5585008355948,Moderate,2.83657317243522,25.7007352636188,Rural,4.761,High,2.400970026561,Young,66.289,Medium,48.3,14.9857626,4.34319019317627,16.09499931,Low,85.3,1
AGO,Angola,Luanda,Africa,Middle Africa,Southern,0,0,1246700,1,0,0,0,0,0,0,Niger-Congo,Lower middle income,10118.6089945408,Lower-middle,14.02,34.56731745622,41.0551859909358,22.0693262844667,Agriculture-significant,0.03229,28.2404948915772,37885849.0,Medium,29.4777460495709,Sparse,3.04419972245653,70.6551379036435,Urban,5.048,Very-high,2.85242119224488,Young,64.805,Medium,32.1,2.54692864,2.51273663315785,40.70479965,Medium,51.1,0
ALB,Albania,Tirane,Europe,Southern Europe,Northern,0,0,28748,1,0,0,1,0,0,0,Indo-European,Upper middle income,26701.6749563776,Upper-middle,10.689,22.4011031082403,48.6899937474805,15.4519031294331,Agriculture-significant,0.19997,2.21587375089991,2377128.0,Small,88.1056569343066,Moderate,-1.54314393524594,58.5463634043555,Mixed,1.341,Below-replacement,16.922756199529,Aged,79.776,Very-high,8.3,7.05240345,3.09153008460998,85.86389923,High,100.0,0
AND,Andorra,Andorra la Vella,Europe,Southern Europe,Northern,1,0,468,1,0,0,0,0,0,0,Indo-European,High income,74939.4746038578,High,5.25,12.7530228782248,77.5890386001388,0.46592379640818,Service-dominant,0.15818,2.593769093427775,81938.0,Tiny,172.034042553191,Dense,1.32930689449906,88.8850044816278,Hyper-urban,1.087,Below-replacement,15.9456903127384,Aged,84.188,Very-high,2.4,7.69928026,1.89867997169495,94.39759827,Very-high,100.0,2
ARE,United Arab Emirates,Abu Dhabi,Asia,Western Asia,Northern,0,0,83600,1,0,0,0,0,0,1,Afro-Asiatic,High income,79228.738801276,High,2.16,44.3292859984628,54.9012947560482,0.769419245488961,Industry-heavy,1.49469,1.66336510224894,10986400.0,Medium,147.616882568291,Moderate,4.68316095317394,85.8171088279791,Hyper-urban,1.213,Below-replacement,1.76696037563358,Young,83.069,Very-high,3.8,4.97095108,3.89404010772705,100.0,Very-high,100.0,0
ARG,Argentina,Buenos Aires,Americas,South America,Southern,0,0,2780400,1,0,0,0,1,0,0,Indo-European,Upper middle income,30431.1931223693,Upper-middle,7.15,23.9965975604249,53.6514046050424,5.80601710915959,Mixed,0.60111,219.883929014578,45696159.0,Medium,16.6399559321662,Sparse,0.345829819817895,92.2742315972952,Hyper-urban,1.504,Below-replacement,12.4160041547474,Mature,77.543,High,8.0,10.2695179,5.00324010848999,89.66715228,High,100.0,0
ARM,Armenia,Yerevan,Asia,Western Asia,Northern,1,0,29743,1,0,0,0,0,0,0,Indo-European,Upper middle income,22823.1795255693,Upper-middle,12.405,22.8570663651858,61.9893697453885,7.80588621754673,Service-dominant,0.2861,0.269511978259125,3033500.0,Small,105.119108748259,Moderate,2.30761515133256,65.8113671449901,Urban,1.7,Below-replacement,13.7027691969357,Mature,78.319512195122,Very-high,8.5,9.32119179,2.43869996070862,81.33930206,High,100.0,0
ATG,Antigua and Barbuda,Saint John's,Americas,Caribbean,Northern,0,1,442,1,0,0,0,0,1,0,Indo-European,High income,33386.1917127894,Upper-middle,7.5725,18.9871150486925,69.0617140789051,1.94326780682544,Service-dominant,0.39205,6.19886698842115,93772.0,Tiny,212.081818181818,Dense,0.487472101887911,24.3906919254799,Rural,1.582,Below-replacement,11.7844974219246,Mature,77.766,High,7.0,3.91348195,3.10505161832136,72.73040009,High,100.0,2
AUS,Australia,Canberra,Oceania,Australia and New Zealand,Southern,0,1,7692024,1,0,1,0,1,1,0,Indo-European,High income,72111.1844628126,High,3.942,25.5307319894404,66.1399054113301,2.03565265249391,Service-dominant,1.85783,3.16656665428797,27196812.0,Medium,3.46591948538875,Sparse,1.99383715356028,87.6021469990446,Hyper-urban,1.481,Below-replacement,17.7300159228367,Aged,83.0512195121951,Very-high,3.1,10.39852047,5.05915021896362,96.13140106,Very-high,100.0,0
AUT,Austria,Vienna,Europe,Western Europe,Northern,1,0,83871,1,1,1,0,0,0,0,Indo-European,High income,73911.439663136,High,5.2,24.5834201904085,63.9706809373681,1.21663375792448,Service-dominant,3.25517,2.93791574279375,9177982.0,Small,110.661185167232,Moderate,0.504879813795986,69.4658181096788,Urban,1.31,Below-replacement,20.6064031791903,Super-aged,81.9951219512195,Very-high,2.8,11.8325634,5.27749013900757,94.91974877,Very-high,100.0,0
AZE,Azerbaijan,Baku,Asia,Western Asia,Northern,1,0,86600,1,0,0,0,0,0,0,Turkic,Upper middle income,25088.9993757134,Upper-middle,5.648,42.6119822379825,42.3163443805061,5.65717090005303,Industry-heavy,0.20778,2.21217188919901,10202830.0,Medium,122.854906231095,Moderate,0.480155257252915,58.573795837717,Mixed,1.43,Below-replacement,8.5557671289167,Maturing,74.576,High,12.5,4.27113533,3.66036009788513,90.43979645,Very-high,100.0,0
BDI,Burundi,Bujumbura,Africa,Eastern Africa,Southern,1,0,27834,1,0,0,0,0,0,0,Niger-Congo,Low income,1194.94681370387,Low,0.915,17.6555373481347,43.22195252649,34.9089728751407,Agriculture-significant,0.21312,20.2124925027847,14047786.0,Medium,533.078271028037,Very-dense,2.5839340108674,24.8302838651025,Rural,4.789,High,2.53180465590806,Young,63.818,Medium,30.5,9.09471226,4.87114173892375,8.595999718,Low,11.6,0
BEL,Belgium,Brussels,Europe,Western Europe,Northern,0,0,30528,1,1,1,1,0,0,0,Indo-European,High income,73514.4831045258,High,5.7,18.7357058631394,70.9861225353144,0.791636827597192,Service-dominant,3.27235,3.14349136500041,11858610.0,Medium,386.303731881682,Dense,0.66555918543206,87.6126557010527,Hyper-urban,1.44,Below-replacement,20.5580809256443,Super-aged,82.3,Very-high,3.1,10.80371571,6.27611017227173,95.77579144,Very-high,100.0,0
BEN,Benin,Porto-Novo,Africa,Western Africa,Northern,0,0,112622,1,0,0,0,0,0,0,Niger-Congo,Lower middle income,4434.5642184028,Low,1.637,17.3838276050023,48.8795399933978,24.2317229519649,Agriculture-significant,0.333915,1.16093089640415,14462724.0,Medium,125.142195814118,Moderate,2.46175361912328,52.5455354818423,Mixed,4.48,High,3.11814703786092,Young,60.961,Medium,45.2,3.33732462,3.22974322056608,33.98379898,Medium,57.0,1
BFA,Burkina Faso,Ouagadougou,Africa,Western Africa,Northern,1,0,272967,1,0,0,0,0,0,0,Niger-Congo,Low income,2895.89152033665,Low,3.441,26.5145073963928,43.9471331300685,20.9326147949123,Agriculture-significant,0.10477,4.19081721344523,23548781.0,Medium,84.1585380116959,Moderate,2.24597728439097,28.3352514896662,Rural,4.11,High,2.65177208111112,Young,61.292,Medium,43.6,7.79943228,5.32757840997187,28.25270081,Low,21.7,0
BGD,Bangladesh,Dhaka,Asia,Southern Asia,Northern,0,0,147570,1,0,0,0,0,1,0,Indo-European,Lower middle income,9646.76984383255,Lower-middle,3.635,34.0971743458877,51.4166555046575,11.1648014276903,Mixed,0.10461000000000001,10.4657482763412,173562364.0,Large,1319.17979689183,Very-dense,1.21462115417186,32.6783196323307,Mixed,2.138,Replacement,6.49846299627493,Maturing,74.93,High,24.4,2.17014575,2.0343847791384,53.42171316,Medium,99.5,1
BGR,Bulgaria,Sofia,Europe,Eastern Europe,Northern,0,0,110879,1,1,0,1,0,0,0,Indo-European,High income,41969.4515718999,High,4.2,21.1316956323365,63.7625806598714,2.35105625712058,Service-dominant,0.79224,2.44651943006078,6441421.0,Small,59.3827929255711,Moderate,-0.0803071609561488,73.9499356882481,Urban,1.72,Below-replacement,22.0303362606903,Super-aged,75.7609756097561,High,4.6,7.91853094,4.50109004974365,82.438955,High,100.0,0
BHR,Bahrain,Manama,Asia,Western Asia,Northern,0,1,765,1,0,0,0,0,0,0,Afro-Asiatic,High income,66941.2430367989,High,1.084,42.2903517348565,53.1861438651827,0.245503085002405,Industry-heavy,0.19327,0.919635459817651,1588670.0,Small,1971.32375,Very-dense,0.733546811160036,100.0,Hyper-urban,1.805,Below-replacement,3.85339957070368,Young,81.423,Very-high,7.3,3.99562383,1.88778167912993,100.0,Very-high,100.0,0
BHS,"Bahamas, The",Nassau,Americas,Caribbean,Northern,0,1,13943,1,0,0,0,0,1,0,Indo-European,High income,41197.9342548477,High,9.049,9.62558738820676,77.1859683694609,0.514754181193472,Service-dominant,0.39205,0.409162489083286,401283.0,Tiny,39.9040959040959,Moderate,0.460334786075668,81.3249262966481,Urban,1.374,Below-replacement,11.7758539484603,Mature,74.71,High,11.1,6.30260801,2.74191570247934,92.47270203,Very-high,100.0,1
BIH,Bosnia and Herzegovina,Sarajevo,Europe,Southern Europe,Northern,0,0,51209,1,0,0,0,0,0,0,Indo-European,Upper middle income,25043.0886396127,Upper-middle,10.69,22.4260971974355,56.5588566046908,4.53391375315725,Mixed,0.21437,1.69212733599723,3164253.0,Small,62.20845703125,Moderate,-0.655819991673837,52.1224302754935,Mixed,1.492,Below-replacement,22.2302388589029,Super-aged,78.044,Very-high,5.5,8.9216938,3.24564826597779,86.10091103,High,100.0,0
BLR,Belarus,Minsk,Europe,Eastern Europe,Northern,1,0,207600,1,0,0,0,0,0,0,Indo-European,Upper middle income,33010.3307605357,Upper-middle,3.458,30.7081725380272,49.6802343028905,6.86597984969187,Mixed,0.5872,5.78531910427998,9132629.0,Small,45.217077292187,Moderate,-0.49881794290787,79.1551015210848,Urban,1.217,Below-replacement,17.6665640538227,Aged,74.3653414634147,High,1.8,7.08167362,5.04593992233276,94.26182128,Very-high,100.0,0
BLZ,Belize,Belmopan,Americas,Central America,Northern,0,0,22966,1,0,0,0,0,1,0,Indo-European,Upper middle income,14346.5188049737,Lower-middle,8.698,14.5714201512027,62.4409630969452,7.94787809260727,Service-dominant,0.25372,3.28955985952768,417072.0,Tiny,18.0230600613766,Sparse,1.44077799785791,41.7532107338224,Mixed,2.021,Below-replacement,5.02383883818482,Maturing,73.739,High,10.8,4.14735794,4.62276317232973,80.00582262,High,99.6,1
BMU,Bermuda,Hamilton,Americas,Northern America,Northern,0,1,54,0,0,0,0,0,0,0,Indo-European,High income,124252.835702586,High,7.5725,4.63917441657433,91.4561682722087,0.192522835933524,Service-dominant,0.22546,2.501895833531155,64636.0,Tiny,1198.11111111111,Very-dense,-0.0958758017988935,100.0,Hyper-urban,1.405,Below-replacement,21.7439063068081,Super-aged,82.49,Very-high,9.1,7.19602823,1.86510440752276,98.37,Very-high,100.0,4
BOL,Bolivia,La Paz,Americas,South America,Southern,1,0,1098581,1,0,0,0,0,0,0,Indo-European,Lower middle income,12877.6351184372,Lower-middle,3.274,31.2590732889611,53.36246116287,8.82625884280481,Mixed,0.06308,5.09976568317427,12413315.0,Medium,11.3026483891812,Sparse,1.37206798819615,71.2361453773988,Urban,2.523,Replacement,5.64147449734418,Maturing,68.739,Medium,14.2,6.91864729,7.53980016708374,79.70469666,High,99.8,0
BRA,Brazil,Brasilia,Americas,South America,Southern,0,0,8515767,1,0,0,0,1,0,0,Indo-European,Upper middle income,22338.4765640635,Upper-middle,6.801,20.9406935313888,59.1707527174248,5.7522764094249,Mixed,1.1938,4.36746407652336,211998573.0,Mega,25.2616884857157,Sparse,0.405467027627251,87.8958549533146,Hyper-urban,1.614,Below-replacement,11.0491844889702,Mature,76.023,High,12.3,9.73092747,5.61920976638794,84.46347227,High,99.8,0
BRB,Barbados,Bridgetown,Americas,Caribbean,Northern,0,1,430,1,0,0,0,0,1,0,Indo-European,High income,24822.5343309908,Upper-middle,6.448,12.3572128753476,75.5343055861191,1.57507618647515,Service-dominant,0.39205,1.44643664306159,282467.0,Tiny,656.595348837209,Very-dense,0.0463878564204179,59.5397032429174,Mixed,1.708,Below-replacement,16.5502225919796,Aged,76.332,High,9.1,5.40463829,3.55593188106322,70.36470032,High,100.0,1
BRN,Brunei Darussalam,Bandar Seri Begawan,Asia,South-eastern Asia,Northern,0,0,5765,1,0,0,0,0,1,0,Austronesian,High income,89879.3614980758,High,5.18,61.6755225796828,38.9532912607223,1.17447674380916,Industry-heavy,0.27764,-0.38867416503646,462721.0,Tiny,87.0870967741936,Moderate,0.81851878860359,74.8983133873697,Urban,1.731,Below-replacement,6.8678459937565,Maturing,75.501,High,8.6,2.2286067,4.42539978027344,96.29828801,Very-high,100.0,0
BTN,Bhutan,Thimphu,Asia,Southern Asia,Northern,1,0,38394,1,0,0,0,0,0,0,Sino-Tibetan,Lower middle income,16215.1520073153,Upper-middle,3.282,29.4044714570934,52.7907800936768,14.9931086936318,Mixed,0.09979,2.76131569624097,791524.0,Tiny,20.6183796539067,Sparse,0.651370664586926,42.5645249803412,Mixed,1.449,Below-replacement,6.49423991297806,Maturing,73.262,High,13.7,4.41551638,5.84518003463745,91.27739716,Very-high,100.0,0
BWA,Botswana,Gaborone,Africa,Southern Africa,Southern,0,0,582000,1,0,0,0,0,1,0,Niger-Congo,Upper middle income,20538.1320178889,Upper-middle,23.81,29.3592759128261,63.4944869983258,1.71216219230959,Service-dominant,0.44395,2.81835131676251,2521139.0,Small,4.37641204806522,Sparse,1.63538411022867,67.4623537838418,Urban,2.703,Replacement,4.03589409389962,Young,69.293,Medium,32.1,6.25574684,8.05833660991541,57.45950036,Medium,76.0,1
CAF,Central African Republic,Bangui,Africa,Middle Africa,Northern,1,0,622984,1,0,0,0,0,0,0,Niger-Congo,Low income,1263.10234213699,Low,6.253,20.0334561668613,42.0803155255449,27.8986367879887,Agriculture-significant,0.21770499999999998,1.47733600718743,5330690.0,Small,8.27060419275097,Sparse,3.40139844069992,44.1243555638904,Mixed,5.954,Very-high,2.15107257700903,Young,57.671,Low,58.8,10.65553188,1.82995911310419,13.78250027,Low,17.6,1
CAN,Canada,Ottawa,Americas,Northern America,Northern,0,0,9984670,1,0,1,1,1,1,0,Indo-European,High income,64610.3795171971,High,6.351,25.3317475177596,66.3883076597889,1.59798786504057,Service-dominant,1.7908,2.38158383281173,41288599.0,Medium,4.56079784268436,Sparse,2.96220294420494,82.7002565766633,Urban,1.25,Below-replacement,19.7995907648324,Aged,82.1080487804878,Very-high,4.7,11.3095665,4.84426021575928,94.353302,Very-high,100.0,0
CHE,Switzerland,Bern,Europe,Western Europe,Northern,1,0,41284,1,0,1,0,0,0,0,Indo-European,High income,96497.6947971323,High,4.343,24.7247192539882,72.0298166155219,0.628699475474558,Service-dominant,3.22178,1.06234041976594,9005582.0,Small,224.978619136651,Dense,1.30500749907811,85.4615370020764,Hyper-urban,1.29,Below-replacement,20.0190518226838,Super-aged,84.4073170731707,Very-high,3.4,11.69096088,4.86427021026611,97.3443985,Very-high,100.0,0
CHI,Channel Islands,Saint Helier,Europe,Northern Europe,Northern,0,1,194,0,0,0,0,0,0,0,Indo-European,High income,62285.59280995445,High,6.031,8.22051703911843,91.1810100411747,0.59887341153067,Service-dominant,1.69491,2.593769093427775,168126.0,Tiny,842.126262626263,Very-dense,0.25906981677504,32.7056211227456,Mixed,1.37,Below-replacement,20.0299776060146,Super-aged,81.2,Very-high,2.95,8.44437313,4.56857490539551,94.11262592,Very-high,100.0,7
CHL,Chile,Santiago,Americas,South America,Southern,0,0,756102,1,0,1,0,0,0,0,Indo-European,High income,36181.156616977,High,8.718,30.0858422756464,56.0774691835569,3.91236351235161,Mixed,0.39205,4.29763891572524,19764771.0,Medium,26.4647249005172,Sparse,0.537425495656651,88.9950908479196,Hyper-urban,1.14,Below-replacement,14.1350862568788,Mature,81.359,Very-high,5.8,10.53092575,4.91201019287109,95.590243,Very-high,100.0,0
CHN,China,Beijing,Asia,Eastern Asia,Northern,0,0,9706961,1,0,0,0,1,0,0,Sino-Tibetan,Upper middle income,27104.8702677463,Upper-middle,4.59,36.4756594453045,56.7483417417827,6.77599881291286,Industry-heavy,2.57729,0.218128938439177,1408975000.0,Mega,150.264001337848,Dense,-0.123063407363995,65.8946980998325,Urban,1.013,Below-replacement,14.665268836569,Mature,78.017,Very-high,4.1,5.94388866,3.89714002609253,92.0,Very-high,100.0,0
CIV,Cote d'Ivoire,Yamoussoukro,Africa,Western Africa,Northern,0,0,322463,1,0,0,0,0,0,0,Niger-Congo,Lower middle income,7669.23195715687,Lower-middle,2.273,24.0438599104554,51.8581209074307,15.8594343780948,Agriculture-significant,0.06975,3.45053028131018,31934230.0,Medium,98.0052012578616,Moderate,2.43618201263834,53.9733113940142,Mixed,4.23,High,2.60896849556103,Young,62.11,Medium,44.8,3.43218303,3.61279988288879,41.43219902,Medium,72.4,0
CMR,Cameroon,Yaounde,Africa,Middle Africa,Northern,0,0,475442,1,0,0,0,0,1,0,Niger-Congo,Lower middle income,5588.98645861945,Lower-middle,3.603,23.2350957105105,50.7191439587575,18.4619478775351,Agriculture-significant,0.333915,4.53331349711606,29123744.0,Medium,60.0213386642973,Moderate,2.61268294319567,55.4031748609078,Mixed,4.261,High,2.79479868376124,Young,63.968,Medium,40.2,4.5545516,2.83907623667935,46.25880051,Medium,72.0,1
COD,"Congo, Dem. Rep.",Kinshasa,Africa,Middle Africa,Southern,0,0,2344858,1,0,0,0,0,0,0,Niger-Congo,Low income,1821.04868718058,Low,4.421,39.869084235537,46.5724593741029,9.63547904603754,Industry-heavy,0.40638,2.88585107289988,109276265.0,Large,46.6640484329856,Moderate,3.24257627586721,44.7455804408753,Mixed,5.981,Very-high,3.07557777105384,Young,62.074,Medium,56.4,3.68495083,2.84466514463005,19.67350006,Low,22.1,0
COG,"Congo, Rep.",Brazzaville,Africa,Middle Africa,Northern,0,0,342000,1,0,0,0,0,0,1,Niger-Congo,Lower middle income,7026.36223281494,Lower-middle,19.895,40.121557238814,45.0183730208308,9.44033974046224,Industry-heavy,0.38339,3.09143630919166,6332961.0,Small,18.1050805270864,Sparse,2.39829082784283,63.8866111699904,Urban,4.109,High,2.98559394254915,Young,66.001,Medium,27.0,3.29744148,3.34005209256916,47.25159836,Medium,51.3,0
COL,Colombia,Bogota,Americas,South America,Northern,0,0,1141748,1,0,1,0,0,0,0,Indo-European,Upper middle income,22349.436440123,Upper-middle,9.619,23.0607806747001,58.1429719176746,9.28279635992211,Mixed,0.2894,6.60908593728228,52886363.0,Large,47.1574150518251,Moderate,1.07447920962035,78.5210811866115,Urban,1.634,Below-replacement,9.77843560750778,Maturing,77.913,High,10.5,8.14139366,5.26166009902954,79.34543299,High,98.7,0
COM,Comoros,Moroni,Africa,Eastern Africa,Southern,0,1,1862,1,0,0,0,0,0,0,Afro-Asiatic,Lower middle income,3958.53228789687,Low,3.815,9.55716190941501,50.070252624186,36.6265029276374,Agriculture-significant,0.333915,5.05192609588218,866628.0,Tiny,456.951638903815,Dense,1.89182789744612,33.5392215673301,Mixed,3.822,High,4.47216106564754,Young,67.023,Medium,35.0,6.55212021,2.34146896682989,32.51750183,Medium,89.8,1
CPV,Cabo Verde,Praia,Africa,Western Africa,Northern,0,1,4033,1,0,0,0,0,0,0,Niger-Congo,Upper middle income,11195.1205312923,Lower-middle,11.883,10.6673986664263,68.7245545404623,4.91558593625836,Service-dominant,0.44395,1.0481698336865,524877.0,Tiny,129.610669975186,Moderate,0.486246288487151,76.7721471004354,Urban,1.511,Below-replacement,6.85817820175012,Maturing,76.224,High,10.6,5.84791613,4.3482854136693,74.73519897,High,98.6,1
CRI,Costa Rica,San Jose,Americas,Central America,Northern,0,0,51100,1,0,1,0,0,0,0,Indo-European,High income,31106.7643556729,Upper-middle,6.936,19.7069225452506,68.7833462139086,3.56242614167823,Service-dominant,0.33738,-0.412853001047069,5129910.0,Small,99.9906972189581,Moderate,0.476482848761595,79.3107672397967,Urban,1.318,Below-replacement,12.2251559968888,Mature,80.996,Very-high,9.1,6.8663702,5.31208992004395,87.17019653,High,100.0,0
CUB,Cuba,Havana,Americas,Caribbean,Northern,0,1,109884,1,0,0,0,0,0,0,Indo-European,Upper middle income,21272.0800673662,Upper-middle,1.755,23.8481550383595,73.391823647738,1.23974637193497,Service-dominant,0.43839,3.30223338951227,10979783.0,Medium,106.165038535645,Moderate,-0.364986968189241,77.1664929228275,Urban,1.445,Below-replacement,16.5690797350002,Aged,78.264,Very-high,6.8,9.38383102,8.44086351669284,70.47699738,High,100.0,2
CUW,Curacao,Willemstad,Americas,Caribbean,Northern,0,1,444,0,0,0,0,0,0,0,Indo-European,High income,32693.2939764893,Upper-middle,7.5725,12.1862862941161,72.2960491757024,0.278843714536945,Service-dominant,0.39205,2.62220783425058,155967.0,Tiny,348.31981981982,Dense,0.845408275786684,91.4321812441765,Hyper-urban,1.4,Below-replacement,16.7817275577349,Aged,76.989,High,9.1,7.19602823,5.44313725490196,68.1272162511339,Medium,100.0,4
CYM,Cayman Islands,George Town,Americas,Caribbean,Northern,0,1,264,0,0,0,0,0,0,0,Indo-European,High income,88427.7866712691,High,7.5725,7.84424780332668,85.9839412268875,0.415554016813388,Service-dominant,0.39205,-0.62525835861814,74457.0,Tiny,304.325,Dense,1.92419238887509,100.0,Hyper-urban,1.525,Below-replacement,8.99775039452036,Maturing,80.54,Very-high,9.1,7.19602823,1.57024002075195,81.0676932508161,High,100.0,4
CYP,Cyprus,Nicosia,Asia,Western Asia,Northern,0,1,9251,1,1,0,0,0,1,0,Indo-European,High income,63006.61328125,High,4.9,11.1357928688814,76.4769046707826,1.15512812146527,Service-dominant,0.68145,1.80023018624815,1358282.0,Small,145.560173160173,Moderate,0.984449687113221,66.6824259192483,Urban,1.38,Below-replacement,14.616184268068,Mature,81.821,Very-high,4.1,8.11912918,4.74210977554321,89.60099246,High,100.0,0
CZE,Czechia,Prague,Europe,Eastern Europe,Northern,1,0,78865,1,1,1,1,0,0,0,Indo-European,High income,57285.4237001379,High,2.6,29.2098380644386,60.1721452763251,1.89923535118143,Service-dominant,1.83369,2.43531202435314,10905028.0,Medium,140.785547662605,Moderate,0.376553049157494,72.7947984592185,Urban,1.36,Below-replacement,20.8453836809891,Super-aged,79.9780487804878,Very-high,2.1,8.50710297,4.30291986465454,87.68776014,High,100.0,0
DEU,Germany,Berlin,Europe,Western Europe,Northern,0,0,357114,1,1,1,1,1,0,0,Indo-European,High income,73551.9347696836,High,3.4,25.6229541900267,64.0456505820091,0.914397651173374,Service-dominant,3.1539,2.2564981433876,83516593.0,Large,238.351810090719,Dense,0.274957829184881,82.0211432579125,Urban,1.36,Below-replacement,23.1955871731941,Super-aged,80.7926829268293,Very-high,3.1,12.26655293,5.23916006088257,93.49999579,Very-high,100.0,0
