iso3,country_name,capital,continent,region,hemisphere,landlocked,island_nation,land_area_km2,un_member,eu_member,oecd_member,nato_member,g20_member,commonwealth_member,opec_member,primary_language_family,income_group,gdp_per_capita_ppp,gdp_tier,unemployment_rate,industry_pct_gdp,services_pct_gdp,agriculture_pct_gdp,economic_structure,rd_expenditure_pct_gdp,inflation_pct,population_total,population_tier,population_density,density_tier,population_growth_pct,urban_population_pct,urbanization_tier,fertility_rate,fertility_tier,pop_65_plus_pct,aging_tier,life_expectancy,life_expectancy_tier,infant_mortality,health_expenditure_pct_gdp,education_expenditure_pct_gdp,internet_users_pct,internet_tier,electricity_access_pct,imputed_fields_count
KWT,Kuwait,Kuwait City,Asia,Western Asia,Northern,0,0,17818,1,0,0,0,0,0,1,Afro-Asiatic,High income,52443.5969223626,High,2.151,57.1268652520388,55.8544139729526,0.492980678536301,Industry-heavy,0.08954,2.89855072463762,4897263.0,Small,272.358024691358,Dense,0.899286654502241,100.0,Hyper-urban,1.56,Below-replacement,3.1048387301063,Young,84.580487804878,Very-high,7.0,4.96311998,6.43592667889685,99.74729919,Very-high,100.0,0
LAO,Lao PDR,Vientiane,Asia,South-eastern Asia,Northern,1,0,236800,1,0,0,0,0,0,0,Tai-Kadai,Lower middle income,9775.82817381023,Lower-middle,1.174,29.0463781785597,43.534650358474,16.771883812878,Agriculture-significant,0.10461000000000001,23.1305695942588,7769819.0,Small,33.2105415944541,Moderate,1.35832703035837,39.5552154401406,Mixed,2.397,Replacement,4.66578436383138,Young,69.225,Medium,27.2,1.32651615,1.23375160355741,65.59269714,Medium,96.5,1
LBN,Lebanon,Beirut,Asia,Western Asia,Northern,0,0,10452,1,0,0,0,0,0,0,Afro-Asiatic,Lower middle income,12574.8329116403,Lower-middle,10.985,2.0863020184691,42.3804623372256,0.966455367369224,Mixed,0.10461000000000001,45.2430422716718,5805962.0,Small,564.368817204301,Very-dense,0.560805065461567,90.703695784554,Hyper-urban,2.227,Replacement,10.1385877257367,Mature,77.945,High,15.3,5.57497263,1.22490869993085,80.63400269,High,100.0,1
LBR,Liberia,Monrovia,Africa,Western Africa,Northern,0,0,111369,1,0,0,0,0,0,0,Niger-Congo,Low income,1871.04406164262,Low,2.914,22.652179108455,41.9269228267256,33.8327272928139,Agriculture-significant,0.21770499999999998,8.21497439118964,5612817.0,Small,57.0289763289037,Moderate,2.15725346515291,55.5387986654968,Mixed,3.864,High,3.30499818540316,Young,62.324,Medium,63.2,13.00574875,2.2665256232687,32.23360062,Medium,32.5,1
LBY,Libya,Tripoli,Africa,Northern Africa,Northern,0,0,1759540,1,0,0,0,0,0,1,Afro-Asiatic,Upper middle income,14303.8087736988,Lower-middle,19.085,73.4971404182672,28.3399914639351,2.39197609901835,Industry-heavy,0.44395,2.12615766885025,7381023.0,Small,4.15202780272117,Sparse,1.02629935747641,87.8854066107749,Hyper-urban,2.298,Replacement,5.01919584859714,Maturing,71.121,High,7.9,7.80515862,5.184692728959895,81.95449829,High,73.2,2
LCA,St. Lucia,Castries,Americas,Caribbean,Northern,0,1,616,1,0,0,0,0,1,0,Indo-European,Upper middle income,27567.3280779839,Upper-middle,10.199,9.75347513320073,75.898187714585,1.12953634378355,Service-dominant,0.25372,-0.110283575834694,179744.0,Tiny,293.909836065574,Dense,0.255689791113258,29.0973354237452,Rural,1.385,Below-replacement,9.61675943775436,Maturing,72.846,High,15.8,4.7298274,3.84700018653403,68.20500183,Medium,100.0,1
LIE,Liechtenstein,Vaduz,Europe,Western Europe,Northern,1,0,160,1,0,0,0,0,0,0,Indo-European,High income,62285.59280995445,High,5.25,39.1138727542888,57.4267188977442,0.159394839929758,Industry-heavy,6.00984,2.593769093427775,40450.0,Tiny,249.0375,Dense,1.50446197178693,14.657584904886,Rural,1.37,Below-replacement,20.7261098570354,Super-aged,84.2,Very-high,2.95,5.71460724,4.56857490539551,98.2641983,Very-high,100.0,5
LKA,Sri Lanka,Colombo,Asia,Southern Asia,Northern,0,1,65610,1,0,0,0,0,1,0,Indo-European,Lower middle income,15632.5924849848,Upper-middle,4.239,25.5288051289463,57.4695113471552,8.2996858332285,Mixed,0.10506,-0.42936004906973,21916000.0,Medium,356.239896540576,Dense,-0.550589519145017,20.2996997058686,Rural,1.952,Below-replacement,12.1039396323455,Mature,77.672,High,5.2,3.68313766,1.82774571561927,54.59,Medium,100.0,0
LSO,Lesotho,Maseru,Africa,Southern Africa,Southern,1,0,30355,1,0,0,0,0,1,0,Niger-Congo,Lower middle income,3001.16311951334,Low,16.34,30.9373582742703,48.0439628685052,6.50245582420134,Mixed,0.09453,6.10544624245032,2337423.0,Small,76.135441370224,Moderate,1.11644894351979,43.6780334209246,Mixed,2.664,Replacement,3.8564059343144,Young,57.798,Low,56.3,12.61182117,6.62253066096596,51.79660034,Medium,57.3,0
LTU,Lithuania,Vilnius,Europe,Northern Europe,Northern,0,0,65300,1,1,1,1,0,0,0,Indo-European,High income,55285.8991934304,High,6.851,23.394637462385,63.5886178536833,2.57325294659349,Service-dominant,1.04977,0.715735835228723,2888278.0,Small,45.87196485623,Moderate,0.579633464785161,68.8285833315315,Urban,1.11,Below-replacement,20.1664889015269,Super-aged,77.1951219512195,High,2.8,7.59519005,4.25285005569458,89.16116293,High,100.0,0
LUX,Luxembourg,Luxembourg,Europe,Western Europe,Northern,1,0,2586,1,1,1,1,0,0,0,Indo-European,High income,155941.288210791,High,6.4,9.65986766346083,81.1809383770858,0.20948876007365,Service-dominant,1.07045,2.05113269954859,677012.0,Tiny,258.862052624628,Dense,1.57538901671221,94.8438702866393,Hyper-urban,1.25,Below-replacement,15.4763638200631,Aged,83.1951219512195,Very-high,1.9,5.89136267,3.74451994895935,98.7606147,Very-high,100.0,0
LVA,Latvia,Riga,Europe,Northern Europe,Northern,0,0,64559,1,1,1,1,0,0,0,Indo-European,High income,43394.2732822314,High,6.9,18.4909914229206,64.6029356314433,4.04219078834273,Service-dominant,0.8236,1.26579885828729,1866124.0,Small,30.2701269484172,Moderate,-0.93796839712162,68.4839492628509,Urban,1.24,Below-replacement,21.7358403074143,Super-aged,76.4292682926829,High,2.2,7.27783823,4.3196702003479,92.70757011,Very-high,100.0,0
MAC,"Macao SAR, China",Macao,Asia,Eastern Asia,Northern,0,0,30,0,0,0,0,0,0,0,Sino-Tibetan,High income,126959.917138906,High,2.262,5.43429807775942,90.8612029225015,0.937452748505902,Service-dominant,0.31097,0.672498598854365,687000.0,Tiny,20569.696969697,Very-dense,1.20077588622782,100.0,Hyper-urban,0.582,Below-replacement,14.2684189919779,Mature,83.3317073170732,Very-high,4.4,4.96703553,3.50183010101318,89.82640076,High,100.0,3
MAR,Morocco,Rabat,Africa,Northern Africa,Northern,0,0,446550,1,0,0,0,0,0,0,Afro-Asiatic,Lower middle income,10415.1240234375,Lower-middle,9.103,25.6379794827026,52.7268616776438,10.5673287621047,Mixed,0.333915,0.985256592004507,38081173.0,Medium,84.5003473000224,Moderate,0.972827595296714,62.7998124018197,Urban,2.208,Replacement,8.13865292437289,Maturing,75.493,High,14.7,6.06396198,6.02096928801329,91.2,Very-high,100.0,1
MCO,Monaco,Monaco,Europe,Western Europe,Northern,0,0,2,1,0,0,0,0,0,0,Indo-European,High income,62285.59280995445,High,5.25,12.7969646852807,87.2030353147193,1.72968455863421,Service-dominant,1.69491,2.593769093427775,38631.0,Tiny,18692.8982725528,Very-dense,-0.837774113919638,100.0,Hyper-urban,2.102,Replacement,36.1665501799073,Super-aged,86.497,Very-high,2.2,3.11959291,1.73223996162415,99.04489899,Very-high,100.0,5
MDA,Moldova,Chisinau,Europe,Eastern Europe,Northern,1,0,33847,1,0,0,0,0,0,0,Indo-European,Upper middle income,18614.9880691203,Upper-middle,1.427,16.7804760610209,62.2659566789328,7.10653748230631,Service-dominant,0.21589,4.67773516007052,2402306.0,Small,85.437584732506,Moderate,-2.28306147072637,43.516471862793,Mixed,1.726,Below-replacement,16.2115124727323,Aged,71.332,High,15.1,6.7359705,6.55709981918335,77.3687973,High,100.0,0
MDG,Madagascar,Antananarivo,Africa,Eastern Africa,Southern,0,1,587041,1,0,0,0,0,0,0,Austronesian,Low income,1883.5374311384,Low,3.051,22.7896189214419,47.7176150614467,22.4578773705892,Agriculture-significant,0.01275,7.61335784313723,31964956.0,Medium,53.6196837401169,Moderate,2.43524760129506,32.4339893339844,Mixed,3.912,High,3.40515250513719,Young,63.835,Medium,43.0,3.42822957,3.04770386693564,18.67790031,Low,39.4,0
MDV,Maldives,Male,Asia,Southern Asia,Northern,0,1,300,1,0,0,0,0,1,0,Indo-European,Upper middle income,26182.7831570917,Upper-middle,4.278,9.19750765842896,72.0973260767818,3.84195889727814,Service-dominant,0.28068,1.39979779674928,527799.0,Tiny,1765.08053691275,Very-dense,0.342572358181693,41.9982152717385,Mixed,1.56,Below-replacement,4.64021341457638,Young,81.285,Very-high,4.7,9.24973583,5.16706374664829,85.23999786,High,100.0,1
MEX,Mexico,Mexico City,Americas,Central America,Northern,0,0,1964375,1,0,1,0,1,0,0,Indo-European,Upper middle income,26185.3564713253,Upper-middle,2.678,31.7777432689428,58.1037604498508,3.72451065844835,Mixed,0.25372,4.72225588452932,130861007.0,Large,66.7402757272564,Moderate,0.860515443690537,79.7538805976118,Urban,1.892,Below-replacement,8.24857017950351,Maturing,75.264,High,12.1,5.50398684,4.05987977981567,83.12233799,High,99.7,0
MHL,Marshall Islands,Majuro,Oceania,Micronesia,Northern,0,1,181,1,0,0,0,0,0,0,Austronesian,Upper middle income,8194.63854758403,Lower-middle,4.855,13.1762033498926,66.9908120927035,19.5849162789842,Agriculture-significant,1.54848,3.230563002681,37548.0,Tiny,215.705555555556,Dense,-3.34957664335036,78.7325660244112,Urban,2.864,Replacement,4.64072653669969,Young,67.075,Medium,22.7,13.40528965,7.70088005065918,65.915802,Medium,100.0,3
MKD,North Macedonia,Skopje,Europe,Southern Europe,Northern,1,0,25713,1,0,0,1,0,0,0,Indo-European,Upper middle income,26995.4292563497,Upper-middle,12.265,24.0675864525462,56.2488933827217,6.08292801881823,Mixed,0.37363,3.48974086026954,1824359.0,Small,72.474861221253,Moderate,-0.189311904958652,62.5645376928533,Urban,1.4,Below-replacement,18.0247601630052,Aged,76.6165853658537,High,2.5,7.42730284,4.224859952926635,93.6,Very-high,100.0,1
MLI,Mali,Bamako,Africa,Western Africa,Northern,1,0,1240192,1,0,0,0,0,0,0,Niger-Congo,Low income,3314.77332231959,Low,2.924,23.4585096624927,36.314957700289,33.2515839930836,Agriculture-significant,0.14743,3.2063986409966,24478595.0,Medium,19.4798572353486,Sparse,2.94115084753028,31.6075621182225,Mixed,5.51,Very-high,2.38401749806275,Young,60.675,Medium,47.5,3.81316996,4.18465094218116,36.80149841,Medium,54.5,0
MLT,Malta,Valletta,Europe,Southern Europe,Northern,0,1,316,1,1,0,0,0,1,0,Afro-Asiatic,High income,69863.7461313457,High,3.1,10.6647509488158,81.772969602807,0.225064607054737,Service-dominant,0.64792,1.65079469283109,568847.0,Tiny,1727.334375,Very-dense,2.87111128593908,95.6546264490509,Hyper-urban,1.01,Below-replacement,20.2123026573043,Super-aged,82.9560975609756,Very-high,4.7,8.84301376,4.71258020401001,93.86029816,Very-high,100.0,0
MMR,Myanmar,Naypyidaw,Asia,South-eastern Asia,Northern,0,0,676578,1,0,0,0,0,0,0,Sino-Tibetan,Lower middle income,5997.46516323715,Lower-middle,2.887,37.8123706470066,41.3534526849189,20.8341766680744,Agriculture-significant,0.02307,8.82506696804558,54500091.0,Large,82.9420656687147,Moderate,0.674364862610485,30.4499084074136,Mixed,2.098,Below-replacement,7.3044263357285,Maturing,67.095,Medium,32.8,4.45748425,1.99976003170013,45.4477005,Medium,76.8,0
MNE,Montenegro,Podgorica,Europe,Southern Europe,Northern,0,0,13812,1,0,0,1,0,0,0,Indo-European,Upper middle income,34062.7577672706,Upper-middle,13.206,12.1791547564628,63.7695853263977,3.49344410359799,Service-dominant,0.36328,3.33675009282281,623525.0,Tiny,46.3590334572491,Moderate,-0.000641511915285095,65.5422314706266,Urban,1.8,Below-replacement,17.8320804850907,Aged,77.890243902439,High,1.9,9.6549921,4.224859952926635,88.88258428,High,100.0,1
MNG,Mongolia,Ulaanbaatar,Asia,Eastern Asia,Northern,1,0,1564110,1,0,0,0,0,0,0,Mongolic,Upper middle income,19144.7261368498,Upper-middle,5.158,38.1408816723984,44.3407185995683,7.2909521026131,Industry-heavy,0.08365,6.1977990165842,3524788.0,Small,2.23365125312889,Sparse,1.24590299529718,70.9566040039062,Urban,2.5,Replacement,5.13764767489369,Maturing,72.3980487804878,High,11.2,6.07207489,5.21229982376099,85.12349701,High,100.0,0
MOZ,Mozambique,Maputo,Africa,Eastern Africa,Southern,0,0,801590,1,0,0,0,0,1,0,Niger-Congo,Low income,1705.37919520416,Low,6.668,21.9003012294797,41.0964463998045,25.1764811733064,Agriculture-significant,0.30814,4.07856834812022,34631766.0,Medium,42.7721457819375,Moderate,2.91994049442347,36.4332337447237,Mixed,4.69,High,2.75374348509978,Young,63.797,Medium,43.7,8.50126553,5.97607342054314,20.52729988,Low,36.0,0
MRT,Mauritania,Nouakchott,Africa,Western Africa,Northern,0,0,1030700,1,0,0,0,0,0,0,Afro-Asiatic,Lower middle income,7368.75275290214,Lower-middle,10.257,30.5052071100395,42.4294833153804,19.3310648282597,Agriculture-significant,0.01019,2.49164347481972,5169395.0,Small,4.87284466867178,Sparse,2.88395898961435,60.6068586411829,Urban,4.625,High,3.22841423141255,Young,68.713,Medium,30.2,4.34333467,7.61007976531982,45.77939987,Medium,50.3,0
MUS,Mauritius,Port Louis,Africa,Eastern Africa,Northern,0,1,2040,1,0,0,0,0,1,0,Niger-Congo,Upper middle income,31839.7597535524,Upper-middle,5.548,17.7933931023342,64.3722524144138,4.23214718404929,Service-dominant,0.26181,3.6045220384796,1245779.0,Small,625.261392088132,Very-dense,-0.2299528038748,39.0162147027917,Mixed,1.44,Below-replacement,13.5258962419631,Mature,73.7890243902439,High,13.8,5.56544495,4.247389793396,73.30793533,High,100.0,0
MWI,Malawi,Lilongwe,Africa,Eastern Africa,Southern,1,0,118484,1,0,0,0,0,1,0,Niger-Congo,Low income,1857.61756950305,Low,5.051,17.0687636556069,44.2065590810766,31.774775046638,Agriculture-significant,0.17752,32.1796504225025,21655286.0,Medium,223.84898175647,Dense,2.57641467045761,17.268503531213,Rural,3.59,High,2.58611915815843,Young,67.561,Medium,38.0,6.53459597,2.74888371105811,18.96159935,Low,15.6,0
MYS,Malaysia,Kuala Lumpur,Asia,South-eastern Asia,Northern,0,0,330803,1,0,0,0,0,1,0,Austronesian,Upper middle income,38779.2830442253,High,3.846,36.9733732564335,53.7203005018668,8.12846782241948,Industry-heavy,1.0121,1.834100204499,35557673.0,Medium,106.913096941105,Moderate,1.22058891015438,76.9170296648992,Urban,1.543,Below-replacement,7.73785157794421,Maturing,76.821,High,7.0,3.95760036,3.51481008529663,98.0206059,Very-high,100.0,0
NAM,Namibia,Windhoek,Africa,Southern Africa,Southern,0,0,825615,1,0,0,0,0,1,0,Niger-Congo,Lower middle income,11686.6020661881,Lower-middle,19.157,28.8634821730246,54.4586091697762,7.29120638562693,Mixed,0.64636,4.23903922877036,3030131.0,Small,3.59909023551847,Sparse,2.23715227334598,50.4088030252155,Mixed,3.211,High,3.67296001393999,Young,67.516,Medium,36.4,9.48251629,9.08440819434816,64.87460327,Medium,56.7,0
NCL,New Caledonia,Noum'ea,Oceania,Melanesia,Southern,0,1,18575,0,0,0,0,0,0,0,Austronesian,High income,36890.706760689194,High,10.991,22.3267326732673,65.1940594059406,1.78613861386139,Service-dominant,1.7031550000000002,0.578317435520754,292639.0,Tiny,15.8572210065646,Sparse,0.95072208560765,67.9514695585577,Urban,1.964,Below-replacement,11.4260036666274,Mature,78.921,Very-high,5.85,10.62660122,5.136205196380615,82.0058408035186,High,100.0,5
NER,Niger,Niamey,Africa,Western Africa,Northern,1,0,1267000,1,0,0,0,0,0,0,Niger-Congo,Low income,2049.93305251019,Low,0.376,17.5682015922691,45.0285833612677,34.4620899774356,Agriculture-significant,0.21770499999999998,9.07151997725013,27032412.0,Medium,20.6519831057077,Sparse,3.28101480132484,18.0497398450803,Rural,5.935,Very-high,2.59438183698921,Young,61.433,Medium,65.6,4.04895782,4.07412707618114,15.55760002,Low,20.1,1
NGA,Nigeria,Abuja,Africa,Western Africa,Northern,0,0,923768,1,0,0,0,0,1,1,Niger-Congo,Lower middle income,9086.87550609627,Lower-middle,3.045,18.1967486361818,53.729561736527,25.8733343605401,Agriculture-significant,0.28444,33.2420966545406,232679478.0,Mega,250.20910328623,Dense,2.08297776184189,62.9755675573659,Urban,4.382,High,3.04866208065127,Young,54.635,Low,69.8,4.19086456,0.319069049792343,41.21139908,Medium,61.2,0
NIC,Nicaragua,Managua,Americas,Central America,Northern,0,0,130373,1,0,0,0,0,0,0,Indo-European,Lower middle income,8708.79983051626,Lower-middle,4.98,27.5567949801144,46.8284069382544,14.411507510728,Mixed,0.10742,4.62473841057141,6916140.0,Small,56.702783779292,Moderate,1.34687135560209,59.2628402709961,Mixed,2.206,Replacement,5.5335856079826,Maturing,75.1,High,9.4,8.29879284,2.86954998970032,61.39550018,Medium,88.3,0
NLD,Netherlands,Amsterdam,Europe,Western Europe,Northern,0,0,41865,1,1,1,1,0,0,0,Indo-European,High income,86173.6290841738,High,3.7,17.5234908357454,70.4906816195514,1.72968455863421,Service-dominant,2.26719,3.34754304219953,17993485.0,Medium,530.950905850906,Very-dense,0.648823280021657,95.6396517079336,Hyper-urban,1.43,Below-replacement,20.4960775816586,Super-aged,81.9658536585366,Very-high,3.4,10.00551128,5.17918014526367,97.00679779,Very-high,100.0,0
NOR,Norway,Oslo,Europe,Northern Europe,Northern,0,0,386224,1,0,1,1,0,0,0,Indo-European,High income,102037.526800237,High,4.0,36.9541773996335,51.8077568320554,2.07595111116756,Industry-heavy,1.85142,3.14530134431081,5572279.0,Small,15.1524995195871,Sparse,0.949855138372357,83.3293737928469,Urban,1.45,Below-replacement,18.7852406279027,Aged,83.1609756097561,Very-high,2.0,9.42925453,5.43234014511108,99.0,Very-high,100.0,0
NPL,Nepal,Kathmandu,Asia,Southern Asia,Northern,1,0,147181,1,0,0,0,0,0,0,Indo-European,Lower middle income,5736.62134332704,Lower-middle,10.5,11.4245020172191,55.2184600452436,21.8720119555441,Agriculture-significant,0.10461000000000001,4.6850965426577,29651054.0,Medium,207.147638646669,Dense,-0.146800968936231,66.772343163029,Urban,1.961,Below-replacement,6.50345841831696,Maturing,70.636,High,22.2,6.15843678,3.68849173764595,46.32189941,Medium,94.0,1
NRU,Nauru,Yaren District,Oceania,Micronesia,Northern,0,1,21,1,0,0,0,0,1,0,Austronesian,High income,14173.0081043154,Lower-middle,7.8575,19.6044449752619,67.4102911392727,2.21570108763617,Service-dominant,1.7031550000000002,2.577262776118305,11947.0,Tiny,593.75,Very-dense,0.604485091438176,100.0,Hyper-urban,3.29,High,2.85020717364919,Young,62.279,Medium,7.7,18.21076012,5.77715015411377,83.01170349,High,100.0,6
NZL,New Zealand,Wellington,Oceania,Australia and New Zealand,Southern,0,1,268838,1,0,1,0,0,1,0,Indo-European,High income,55551.143658637,High,4.724,19.6044449752619,67.4102911392727,4.56898326146121,Service-dominant,1.54848,2.92279782301957,5287500.0,Small,19.7485853176864,Sparse,1.66869187850147,83.9370658833132,Urban,1.57,Below-replacement,17.1957543080631,Aged,82.009756097561,Very-high,4.0,10.06186676,5.21326017379761,93.51930237,Very-high,100.0,0
OMN,Oman,Muscat,Asia,Western Asia,Northern,0,0,309500,1,0,0,0,0,0,0,Afro-Asiatic,High income,41740.1658530012,High,3.203,54.1653226231175,46.013700099547,2.60311077029303,Industry-heavy,0.38979,0.593589236248469,5281538.0,Small,16.3142778675283,Sparse,4.49738628465102,79.4440302814714,Urban,2.508,Replacement,2.64409723076876,Young,80.246,Very-high,8.3,3.49047446,4.38311004638672,95.25174678,Very-high,100.0,0
PAK,Pakistan,Islamabad,Asia,Southern Asia,Northern,0,0,796095,1,0,0,0,0,1,0,Indo-European,Lower middle income,6252.11543199559,Lower-middle,5.492,20.2457551236068,50.7319389342379,23.7432862338836,Agriculture-significant,0.16399,12.6325318530452,251269164.0,Mega,321.067474833956,Dense,1.50959876314033,39.1734368360905,Mixed,3.547,High,4.28062891951199,Young,67.799,Medium,48.2,2.51988316,1.94658005237579,57.253,Medium,95.6,0
PAN,Panama,Panama City,Americas,Central America,Northern,0,0,75417,1,0,0,0,0,0,0,Indo-European,High income,41369.422541499,High,8.451,25.5035525177363,69.3426627772372,2.68214078025339,Service-dominant,0.19708,0.693225551004538,4515577.0,Small,60.1072930709086,Moderate,1.26624987466078,65.9958447685488,Urban,2.106,Replacement,9.35311257011009,Maturing,79.775,Very-high,12.0,8.33022976,2.47225999832153,72.77149963,High,97.0,0
PER,Peru,Lima,Americas,South America,Southern,0,0,1285216,1,0,0,0,0,0,0,Indo-European,Upper middle income,17802.4182498972,Upper-middle,5.199,33.9723838777869,51.2936105507675,7.3374218616047,Mixed,0.17611,2.00770739412712,34217848.0,Medium,26.44188828125,Sparse,1.0937871324756,85.1912729600355,Hyper-urban,1.965,Below-replacement,9.22812283852747,Maturing,77.941,High,11.0,5.63786411,4.35778999328613,81.95705992,High,96.2,0
PHL,Philippines,Manila,Asia,South-eastern Asia,Northern,0,1,342353,1,0,0,0,0,0,0,Austronesian,Lower middle income,11794.1375488492,Lower-middle,2.202,27.6939779931321,63.2234952219979,9.08252678487007,Service-dominant,0.27625,3.21260487006347,115843670.0,Large,385.321122178623,Dense,0.825602488528657,55.4520983215477,Mixed,1.894,Below-replacement,5.49193411039176,Maturing,69.946,Medium,21.7,5.10122538,3.92501087473821,67.26300914,Medium,98.0,0
PLW,Palau,Koror,Oceania,Micronesia,Northern,0,1,459,1,0,0,0,0,0,0,Austronesian,High income,18230.2698627414,Upper-middle,7.8575,10.0673824813859,74.7688539101668,3.04062521469754,Service-dominant,1.7031550000000002,2.23172772921704,17695.0,Tiny,38.5369565217391,Moderate,-0.180678723422048,79.2095042878667,Urban,1.883,Below-replacement,11.3418665762482,Mature,69.383,Medium,18.6,10.85468197,3.43726476321334,83.92549896,High,100.0,2
PNG,Papua New Guinea,Port Moresby,Oceania,Melanesia,Southern,0,0,462840,1,0,0,0,0,1,0,Austronesian,Lower middle income,4874.6899553589,Low,2.625,36.2878065224517,42.0273807046412,16.9595908086069,Agriculture-significant,0.03158,0.602403921107917,10576502.0,Medium,22.9422669257607,Sparse,1.78260733820852,15.4061816403333,Rural,3.072,High,3.46461445686932,Young,66.256,Medium,31.3,2.87081432,0.782122804685732,18.81159973,Low,20.5,0
POL,Poland,Warsaw,Europe,Eastern Europe,Northern,0,0,312679,1,1,1,1,0,0,0,Indo-European,High income,51262.5105756884,High,2.807,27.2480779716168,59.1475357964785,2.54032372848325,Mixed,1.55525,3.79060897630197,36559233.0,Medium,119.787615502661,Moderate,-0.349832361234927,59.9705468695101,Mixed,1.14,Below-replacement,20.1434028173028,Super-aged,78.409756097561,Very-high,3.6,8.06380177,4.31372976303101,88.58496367,High,100.0,0
PRI,Puerto Rico (US),San Juan,Americas,Caribbean,Northern,0,1,8870,0,0,0,0,0,0,0,Indo-European,High income,50247.8492461676,High,5.639,47.1610117080772,51.8089701174057,0.700867503663465,Industry-heavy,0.42882,2.501895833531155,3203295.0,Small,361.194137542277,Dense,-0.0155140706220036,94.2539505199436,Hyper-urban,0.92,Below-replacement,24.718679022048,Super-aged,81.902,Very-high,9.1,7.19602823,4.27101949674789,87.29178106,High,100.0,3
PRT,Portugal,Lisbon,Europe,Southern Europe,Northern,0,0,92090,1,1,1,1,0,0,0,Indo-European,High income,51679.8883807527,High,6.5,18.6896910617551,66.2769355054703,2.02167120867754,Service-dominant,1.69491,2.41613187791884,10694681.0,Medium,115.475189289738,Moderate,1.09536933248007,61.3281907341332,Urban,1.41,Below-replacement,24.5306498594644,Super-aged,82.3829268292683,Very-high,2.7,10.24061108,4.55160999298096,88.48704454,High,100.0,0
PRY,Paraguay,Asuncion,Americas,South America,Southern,1,0,406752,1,0,0,0,0,0,0,Indo-European,Upper middle income,18523.6810153,Upper-middle,5.686,32.4816951610773,48.7451301791156,10.7149976827803,Mixed,0.14117,3.83540271728533,6929153.0,Small,17.282671943072,Sparse,1.23438951533718,69.8622585886961,Urban,2.416,Replacement,6.53764608747996,Maturing,73.982,High,14.5,8.35731316,3.53410005569458,81.57806793,High,99.8,0
PSE,West Bank and Gaza,Ramallah,Asia,Western Asia,Northern,0,0,6220,0,0,0,0,0,0,0,Afro-Asiatic,Lower middle income,4371.11135857265,Low,24.42,15.5805444898279,58.5346175180273,5.7037522621709,Mixed,0.10461000000000001,53.6691458303782,5289152.0,Small,857.390041493776,Very-dense,2.36027908447521,87.1196014117004,Hyper-urban,3.25,High,3.83773428275027,Young,69.213,Medium,17.0,10.73343945,5.43442010879517,86.63765334,High,100.0,1
