iso3,country_name,capital,continent,region,hemisphere,landlocked,island_nation,land_area_km2,un_member,eu_member,oecd_member,nato_member,g20_member,commonwealth_member,opec_member,primary_language_family,income_group,gdp_per_capita_ppp,gdp_tier,unemployment_rate,industry_pct_gdp,services_pct_gdp,agriculture_pct_gdp,economic_structure,rd_expenditure_pct_gdp,inflation_pct,population_total,population_tier,population_density,density_tier,population_growth_pct,urban_population_pct,urbanization_tier,fertility_rate,fertility_tier,pop_65_plus_pct,aging_tier,life_expectancy,life_expectancy_tier,infant_mortality,health_expenditure_pct_gdp,education_expenditure_pct_gdp,internet_users_pct,internet_tier,electricity_access_pct,imputed_fields_count
PYF,French Polynesia,Papeete,Oceania,Polynesia,Southern,0,1,4167,0,0,0,0,0,0,0,Austronesian,High income,36890.706760689194,High,11.613,10.646123379638,75.9039508824945,2.21570108763617,Service-dominant,1.7031550000000002,2.577262776118305,281807.0,Tiny,80.990492653414,Moderate,0.244792945440769,61.7191984724331,Urban,1.491,Below-replacement,11.324082304702,Mature,84.192,Very-high,5.85,10.62660122,5.136205196380615,72.7038953132942,High,100.0,6
QAT,Qatar,Doha,Asia,Western Asia,Northern,0,0,11586,1,0,0,0,0,0,0,Afro-Asiatic,High income,126046.354855612,High,0.13,58.236268915653,46.0697058735045,0.287307333607437,Industry-heavy,0.68058,1.26734310292375,2857822.0,Small,231.160313315927,Dense,7.32265165181291,99.3219891728394,Hyper-urban,1.717,Below-replacement,1.67581729963329,Young,82.522,Very-high,4.8,2.52358818,3.23368000984192,98.08540344,Very-high,100.0,0
ROU,Romania,Bucharest,Europe,Eastern Europe,Northern,0,0,238391,1,1,0,1,0,0,0,Indo-European,High income,49076.5399383138,High,5.4,25.2544803034454,62.5509064348212,2.81143528363417,Service-dominant,0.51656,5.72140574354439,19051804.0,Medium,82.8453668289291,Moderate,-0.0485820204761977,52.1674778928768,Mixed,1.39,Below-replacement,19.9809987731847,Aged,76.4585365853659,High,6.0,5.70901489,3.2788200378418,91.29048551,Very-high,100.0,0
RUS,Russian Federation,Moscow,Europe,Eastern Europe,Northern,0,0,17098246,1,0,0,0,1,0,0,Indo-European,High income,47404.96484375,High,2.43,30.7201326538798,57.5256119391898,2.74357243387426,Mixed,0.93706,8.43486410496723,143533851.0,Large,8.78227219242749,Sparse,-0.203423663777625,75.1119136177067,Urban,1.418,Below-replacement,17.1774753758315,Aged,73.4404878048781,High,4.1,7.04438496,4.16454853394225,94.36495368,Very-high,100.0,0
RWA,Rwanda,Kigali,Africa,Eastern Africa,Southern,1,0,26338,1,0,0,0,0,1,0,Niger-Congo,Low income,3710.86040434596,Low,11.331,20.9658580178961,47.5501469376632,24.5807696089078,Agriculture-significant,0.78149,1.77029240198635,14256567.0,Medium,565.645358735306,Very-dense,2.14176839550509,29.8849714294083,Rural,3.645,High,3.92606803328137,Young,68.017,Medium,29.4,5.12708998,4.61476993560791,31.70330048,Medium,63.9,0
SAU,Saudi Arabia,Riyadh,Asia,Western Asia,Northern,0,0,2149690,1,0,0,0,1,0,1,Afro-Asiatic,High income,71375.3727890285,High,3.518,44.9344380522779,47.0745603554281,2.53573305211338,Industry-heavy,0.63522,1.68792112375809,35300280.0,Medium,15.6779493787476,Sparse,4.63120232685885,84.4554020211443,Urban,2.308,Replacement,2.95084263846487,Young,78.982,Very-high,4.7,5.68722248,4.48087978363037,100.0,Very-high,100.0,0
SDN,Sudan,Khartoum,Africa,Northern Africa,Northern,0,0,1886068,1,0,0,0,0,0,0,Afro-Asiatic,Low income,2115.81616210938,Low,7.53,23.1519847472801,54.6666336527076,22.1813816000123,Agriculture-significant,0.21770499999999998,138.80846024176,50448963.0,Large,26.7895026766595,Sparse,0.808373216038761,34.8673015510839,Mixed,4.264,High,3.30171309271226,Young,66.521,Medium,42.9,2.85165739,2.946184505782845,18.60000038,Low,66.0,2
SEN,Senegal,Dakar,Africa,Western Africa,Northern,0,0,196722,1,0,0,0,0,0,0,Niger-Congo,Lower middle income,5070.6486207418,Lower-middle,2.788,25.0130798228271,48.4090429943812,16.6344112501138,Agriculture-significant,0.5772,0.804503298792438,18501984.0,Medium,93.8948371682335,Moderate,2.32058603495657,55.2368169057304,Mixed,3.765,High,3.61772273671508,Young,68.924,Medium,28.9,4.32314825,6.16277045366329,60.11780167,Medium,74.2,0
SGP,Singapore,Singapore,Asia,South-eastern Asia,Northern,0,1,710,1,0,0,0,0,1,0,Sino-Tibetan,High income,150689.301625826,High,2.737,21.3773151202135,73.0290588610543,0.0274391706944735,Service-dominant,1.80821,2.38951123595017,6036860.0,Small,8241.8495821727,Very-dense,1.99449365639324,100.0,Hyper-urban,0.97,Below-replacement,13.6562182859265,Mature,83.3463414634146,Very-high,2.2,4.49163246,2.19099857819757,94.37757178,Very-high,100.0,0
SLB,Solomon Islands,Honiara,Oceania,Melanesia,Southern,0,1,28896,1,0,0,0,0,1,0,Austronesian,Lower middle income,2674.89311339831,Low,1.444,23.3726706460022,46.9208634988188,29.7259898810403,Agriculture-significant,0.03158,4.32183948388033,819198.0,Tiny,28.581814933905,Sparse,2.37078352276169,30.6617188562194,Mixed,3.513,High,3.63880282910847,Young,70.694,High,16.4,5.36366177,8.29349080062944,29.04070091,Low,81.3,1
SLE,Sierra Leone,Freetown,Africa,Western Africa,Northern,0,0,71740,1,0,0,0,0,1,0,Niger-Congo,Low income,3522.30588009119,Low,3.103,25.5643098606236,42.5650434678431,29.15848297879,Agriculture-significant,0.21770499999999998,28.6337500014115,8642022.0,Small,117.214075921308,Moderate,2.1226891332086,45.3626823156371,Mixed,3.703,High,3.24269579256476,Young,61.964,Medium,54.6,4.71883011,2.62455277942046,25.10499954,Low,35.5,1
SLV,El Salvador,San Salvador,Americas,Central America,Northern,0,0,21041,1,0,0,0,0,0,0,Indo-European,Upper middle income,13264.027090968,Lower-middle,3.261,22.4383118205139,61.0366871615294,4.38040930910144,Service-dominant,0.10152,0.853782292567288,6338193.0,Small,304.518532818533,Dense,0.451762522948611,75.0674905102199,Urban,1.768,Below-replacement,8.14861585944133,Maturing,72.302,High,8.8,9.28738594,3.31666994094849,66.47769928,Medium,98.3,0
SMR,San Marino,San Marino,Europe,Southern Europe,Northern,1,0,61,1,0,0,0,0,0,0,Indo-European,High income,78745.4313299335,High,5.25,35.7653533988989,56.8955526525288,0.0150932486085713,Industry-heavy,1.69491,1.24216507945569,33977.0,Tiny,564.333333333333,Very-dense,0.344944841346899,97.1560555881096,Hyper-urban,1.158,Below-replacement,22.4099937464638,Super-aged,85.817,Very-high,1.2,6.60829115,2.89753007888794,97.35220337,Very-high,100.0,2
SOM,"Somalia, Fed. Rep.",Mogadishu,Africa,Eastern Africa,Northern,0,0,637657,1,0,0,0,0,0,0,Afro-Asiatic,Low income,1601.96466602339,Low,18.949,22.652179108455,43.9471331300685,25.1764811733064,Agriculture-significant,0.21770499999999998,7.61335784313723,19009151.0,Medium,29.2642187649441,Sparse,3.48215481810475,54.6176465524521,Mixed,6.013,Very-high,2.591583390547,Young,58.967,Low,65.4,3.74413586,8.14262404011e-06,27.94020081,Low,50.3,5
SRB,Serbia,Belgrade,Europe,Southern Europe,Northern,1,0,77589,1,0,0,0,0,0,0,Indo-European,Upper middle income,32832.1763221005,Upper-middle,7.24,23.0721503113166,58.7832317170655,3.17227014092271,Mixed,0.93978,4.6705297488997,6586476.0,Small,78.7630277084077,Moderate,-0.555761423984425,62.3830029804177,Urban,1.64,Below-replacement,22.6860376805019,Super-aged,75.9682926829268,High,4.6,8.03133774,3.40377998352051,87.69071294,High,100.0,0
SSD,South Sudan,Juba,Africa,Eastern Africa,Northern,1,0,619745,1,0,0,0,0,0,0,Nilo-Saharan,Low income,1154.88686304107,Low,12.374,33.0945353993221,56.5504512594544,10.3550274477245,Mixed,0.21770499999999998,91.4408220769046,11943408.0,Medium,18.1719082809805,Sparse,3.92792442239756,21.3768190444906,Rural,3.785,High,2.99167528264649,Young,57.738,Low,71.9,11.61002254,1.56539228959694,6.671000004,Low,5.4,1
STP,Sao Tome and Principe,Sao Tome,Africa,Middle Africa,Northern,0,1,964,1,0,0,0,0,0,0,Niger-Congo,Lower middle income,6241.85614464638,Lower-middle,9.057,2.83446203881425,80.3417493068885,12.5052804435914,Service-dominant,0.333915,14.3519273571008,235536.0,Tiny,240.490625,Dense,2.0004655038868,68.8710170184884,Urban,3.596,High,3.90024476036623,Young,69.905,Medium,9.2,5.77292156,5.0288576428727,59.11759949,Medium,81.3,1
SUR,Suriname,Paramaribo,Americas,South America,Northern,0,0,163820,1,0,0,0,0,0,0,Indo-European,Upper middle income,21800.5265989822,Upper-middle,7.621,35.0514487718833,50.8458681480381,6.77008395773172,Industry-heavy,0.25372,16.2296159130279,634431.0,Tiny,3.91810706046897,Sparse,0.877853398525397,65.7641857200885,Urban,2.231,Replacement,7.89928297955175,Maturing,73.757,High,14.8,5.40666008,2.86623341491363,87.4,High,99.6,1
SVK,Slovak Republic,Bratislava,Europe,Eastern Europe,Northern,1,0,49037,1,1,1,1,0,0,0,Indo-European,High income,48132.356430543,High,5.3,28.9374799550748,59.9609861243037,1.58278262269337,Mixed,1.03359,2.75760909424272,5422069.0,Small,112.868968386023,Moderate,-0.0861108401600769,53.1919702985684,Mixed,1.46,Below-replacement,18.5373993543753,Aged,78.3707317073171,Very-high,5.3,7.35262203,4.65688991546631,89.82507032,High,100.0,0
SVN,Slovenia,Ljubljana,Europe,Southern Europe,Northern,0,0,20273,1,1,1,1,0,0,0,Indo-European,High income,57186.3713538174,High,3.7,29.0665685208903,57.9394382652417,1.53730419088458,Mixed,2.13385,1.96562656432512,2127400.0,Small,105.31480791676,Moderate,0.326705896075754,55.7577708405917,Mixed,1.52,Below-replacement,21.7723491779025,Super-aged,82.2853658536585,Very-high,1.8,9.87630939,5.28065013885498,90.76355487,Very-high,100.0,0
SWE,Sweden,Stockholm,Europe,Northern Europe,Northern,0,0,450295,1,1,1,1,0,0,0,Indo-European,High income,71844.9129880579,High,8.4,21.6861135924505,66.4283744913472,1.4222920532684,Service-dominant,3.59978,2.83581658224034,10569709.0,Medium,25.8713678886243,Sparse,0.313432129983607,88.8559748346228,Hyper-urban,1.43,Below-replacement,20.7467682423653,Super-aged,84.0634146341463,Very-high,2.0,11.21510124,7.31909990310669,95.52930428,Very-high,100.0,0
SWZ,Eswatini,Mbabane,Africa,Southern Africa,Southern,1,0,17364,1,0,0,0,0,1,0,Niger-Congo,Lower middle income,11799.2028793201,Lower-middle,34.643,34.7365662380883,51.3633744946129,6.477307702895,Mixed,0.27807,2.59801620311077,1242822.0,Small,71.5410465116279,Moderate,0.995913343966098,26.2498461258639,Rural,2.718,Replacement,4.26195555838067,Young,64.264,Medium,42.2,7.49763966,6.03082905337534,63.40309906,Medium,86.4,0
SXM,Sint Maarten (Dutch part),Philipsburg,Americas,Caribbean,Northern,0,1,34,0,0,0,0,0,0,0,Indo-European,High income,53768.6573945662,High,7.5725,6.02852472331512,89.3434063425011,1.28792753551453,Service-dominant,0.39205,2.19201010962985,43350.0,Tiny,1257.32352941176,Very-dense,1.39608999302398,100.0,Hyper-urban,1.44,Below-replacement,13.942169063794,Mature,76.528,High,9.1,7.19602823,3.92363832601723,82.58034896999999,High,100.0,6
SYC,Seychelles,Victoria,Africa,Eastern Africa,Southern,0,0,452,1,0,0,0,0,1,0,Niger-Congo,High income,33238.5800343754,Upper-middle,6.1,12.2929752814172,65.7655757027886,2.45102518947254,Service-dominant,0.2017,0.311726050919668,121354.0,Tiny,260.376086956522,Dense,1.31136094801067,45.2898622460415,Mixed,1.85,Below-replacement,8.53904929131987,Maturing,76.2951219512195,High,12.9,4.48238087,4.45409960547034,87.81800079,High,100.0,1
SYR,Syrian Arab Republic,Damascus,Asia,Western Asia,Northern,0,0,185180,1,0,0,0,0,0,0,Afro-Asiatic,Low income,4772.4616766716,Low,13.359,12.0009587036365,44.9390534854858,43.0599878108777,Agriculture-significant,0.04217,13.4175653228571,24672760.0,Medium,128.490023416653,Moderate,4.46809539676654,72.0761345758254,Urban,2.7,Replacement,4.74170917120154,Young,72.56,High,17.7,2.70998812,4.34319019317627,33.77000046,Medium,88.4,1
TCA,Turks and Caicos Islands,Grand Turk,Americas,Caribbean,Northern,0,1,948,0,0,0,0,0,0,0,Indo-European,High income,37954.3876543471,High,7.5725,9.33694592231597,72.6356697517672,0.351671672268128,Service-dominant,0.39205,2.501895833531155,46535.0,Tiny,48.6294736842105,Moderate,0.726821053031156,94.1670917861964,Hyper-urban,1.452,Below-replacement,11.2518668944547,Mature,78.181,Very-high,3.0,7.19602823,2.94998113247616,82.58034896999999,High,100.0,5
TCD,Chad,N'Djamena,Africa,Middle Africa,Northern,1,0,1284000,1,0,0,0,0,0,0,Nilo-Saharan,Low income,2742.65952183613,Low,1.053,28.6836279280408,29.7810046845,37.6986952016608,Agriculture-significant,0.23294,8.89950732263754,20299123.0,Medium,15.342331639136,Sparse,4.94853027382671,26.9315292389497,Rural,6.028,Very-high,2.10053656012627,Young,55.238,Low,56.3,4.99707747,3.20149725837724,12.62689972,Low,12.0,0
TGO,Togo,Lome,Africa,Western Africa,Northern,0,0,56785,1,0,0,0,0,1,0,Niger-Congo,Low income,3365.45809007306,Low,1.948,20.4297482322341,49.160730242496,21.3288248148543,Agriculture-significant,0.22229,2.86262074089801,9515236.0,Small,171.067052767053,Dense,2.2413667842624,43.8148491605996,Mixed,4.121673,High,3.21344647749391,Young,62.935,Medium,34.8,6.10829544,4.14281885166484,39.48320007,Medium,59.2,0
THA,Thailand,Bangkok,Asia,South-eastern Asia,Northern,0,0,513120,1,0,0,0,0,0,0,Tai-Kadai,Upper middle income,24712.0658575135,Upper-middle,0.781,32.1359776535892,59.1528957274226,8.7111266189882,Mixed,0.93628,1.36580540798037,71668011.0,Large,140.348088629646,Moderate,-0.0480210554154485,61.8689338391321,Urban,1.204,Below-replacement,15.3627543814492,Aged,76.564,High,7.7,4.53787661,2.52122219628772,90.86718789,Very-high,100.0,0
TJK,Tajikistan,Dushanbe,Asia,Central Asia,Northern,1,0,143100,1,0,0,0,0,0,0,Indo-European,Lower middle income,5405.98011619139,Lower-middle,7.041,33.6387708593471,34.7082666200741,22.8588621065173,Agriculture-significant,0.08969,6.00458082322139,10590927.0,Medium,74.8598530153469,Moderate,1.91732317936133,26.1788063651548,Rural,3.036,High,3.85166927070363,Young,71.927,High,23.5,7.43789911,5.43682120015444,55.79339981,Medium,100.0,0
TKM,Turkmenistan,Ashgabat,Asia,Central Asia,Northern,1,0,488100,1,0,0,0,0,0,0,Turkic,Upper middle income,21213.0862501953,Upper-middle,4.02,37.4826200082708,50.350636912731,12.1667430789981,Industry-heavy,0.09,1.834100204499,7494498.0,Small,15.6713510522844,Sparse,1.75064111797897,47.0875253910294,Mixed,2.661,Replacement,4.53024308431045,Young,70.201,High,30.4,5.49789095,4.28878021240234,17.99029922,Low,100.0,1
TLS,Timor-Leste,Dili,Asia,South-eastern Asia,Southern,0,1,14874,1,0,0,0,0,0,0,Austronesian,Lower middle income,4422.77882172399,Low,1.523,11.8214186288296,71.6305202418539,20.1605204711386,Agriculture-significant,0.10461000000000001,2.06284153005468,1400638.0,Small,93.0925353059852,Moderate,1.17433638550192,28.6641074179574,Rural,2.627,Replacement,5.2777020186515,Maturing,67.904,Medium,34.6,9.59779453,5.24052834781801,35.04199982,Medium,100.0,1
TON,Tonga,Nuku'alofa,Oceania,Polynesia,Southern,0,1,747,1,0,0,0,0,1,0,Austronesian,Upper middle income,7802.66986206107,Lower-middle,1.965,14.865250461644,49.9890087748987,18.9589256874773,Agriculture-significant,1.54848,3.230563002681,104175.0,Tiny,145.273611111111,Moderate,-0.404269322267007,21.1505271125521,Rural,3.1,High,6.71559051792408,Maturing,73.07,High,7.8,7.36037779,5.31016278046634,67.4417038,Medium,100.0,1
TTO,Trinidad and Tobago,Port-of-Spain,Americas,Caribbean,Northern,0,1,5130,1,0,0,0,0,1,0,Indo-European,High income,36328.5130065685,High,3.318,34.6437057869849,59.1817694915092,0.777630166856125,Mixed,0.05039,0.526884625776839,1368333.0,Small,266.571150097466,Dense,0.0601642729371072,53.961056681951,Mixed,1.536,Below-replacement,12.3783519031106,Mature,73.617,High,17.0,7.52568626,3.23358011245727,82.15989685,High,98.7,0
TUN,Tunisia,Tunis,Africa,Northern Africa,Northern,0,0,163610,1,0,0,0,0,0,0,Afro-Asiatic,Lower middle income,14521.0080937638,Lower-middle,15.341,22.5572512872385,62.6074263616937,9.73863393101929,Service-dominant,0.74658,7.20661657168794,12277109.0,Medium,78.530065653965,Moderate,0.626519256572759,70.3585355691955,Urban,1.818,Below-replacement,9.52962134652384,Maturing,76.711,High,9.7,7.98537874,6.73398856321206,76.5,High,100.0,0
TUR,Turkiye,Ankara,Asia,Western Asia,Northern,0,0,783562,1,0,1,1,1,0,0,Turkic,Upper middle income,45639.0192735944,High,8.8,25.5035682450148,57.5212773580131,5.82042467876951,Mixed,1.42224,58.5064507300342,85518661.0,Large,110.866214934449,Moderate,0.225580501096507,89.3443122873887,Hyper-urban,1.48,Below-replacement,10.2841810756946,Mature,77.421,High,8.0,4.27524424,3.09571003913879,87.3078767,High,100.0,0
TUV,Tuvalu,Funafuti,Oceania,Polynesia,Southern,0,1,26,1,0,0,0,0,1,0,Austronesian,Upper middle income,6151.01047041608,Lower-middle,4.855,7.01551020408163,60.77961657266755,15.9163265306122,Agriculture-significant,1.54848,3.230563002681,9646.0,Tiny,327.2,Dense,-1.74703857618302,64.7254793441291,Urban,3.174,High,6.66632108237002,Maturing,67.259,Medium,16.5,27.08968544,12.8456897735596,35.20000076,Medium,100.0,4
TZA,Tanzania,Dodoma,Africa,Eastern Africa,Southern,0,0,947303,1,0,0,0,0,1,0,Niger-Congo,Lower middle income,4220.79638671875,Low,1.557,28.5715529790176,29.5630742231974,23.3180780856465,Agriculture-significant,0.333915,3.05694676312373,68560157.0,Large,75.2061481146986,Moderate,2.87426672866542,36.1684458862992,Mixed,4.541,High,3.04500104922455,Young,67.212,Medium,28.7,3.05201221,3.15504437906936,31.16209984,Medium,48.3,1
UGA,Uganda,Kampala,Africa,Eastern Africa,Northern,1,0,241550,1,0,0,0,0,1,0,Niger-Congo,Low income,3273.2671741364,Low,2.74,24.8658125296098,43.1413581135321,24.618950598633,Agriculture-significant,0.4383,3.3233806708656,50015092.0,Large,242.65210951526,Dense,2.75373170025335,31.2777698213557,Mixed,4.165,High,2.18856638123782,Young,68.487,Medium,35.9,4.23600149,2.56105027176925,8.949831061,Low,51.5,0
UKR,Ukraine,Kiev,Europe,Eastern Europe,Northern,0,0,603550,1,0,0,0,0,0,0,Indo-European,Upper middle income,18550.462890625,Upper-middle,9.834,19.0250669209845,60.6158989452331,7.11116658934678,Service-dominant,0.36988,6.50198464669254,37860221.0,Medium,65.1239834311357,Moderate,0.33702862573394,69.5315643200148,Urban,0.988,Below-replacement,18.9624484896371,Aged,74.692,High,7.6,8.2027483,5.14010000228882,82.47489929,High,100.0,0
URY,Uruguay,Montevideo,Americas,South America,Southern,0,0,181034,1,0,0,0,0,0,0,Indo-European,High income,36417.874162496,High,8.209,16.7572573016825,65.2627436197817,6.42188821840422,Service-dominant,0.70196,4.84914366613156,3386588.0,Small,19.3582504856588,Sparse,-0.0440759548302792,95.5981951588181,Hyper-urban,1.397,Below-replacement,16.0451929855644,Aged,78.287,Very-high,6.2,9.01887608,4.76461982727051,91.99109007,Very-high,100.0,0
USA,United States,Washington D.C.,Americas,Northern America,Northern,0,0,9525067,1,0,1,1,1,0,0,Indo-European,High income,85809.9003846359,High,4.022,17.8846533610262,77.5992103112853,0.959566656543433,Service-dominant,3.44716,2.94952520485207,340110988.0,Mega,36.8198061311277,Moderate,0.976421684505429,80.1247798047184,Urban,1.6265,Below-replacement,17.9287302134033,Aged,78.890243902439,Very-high,5.5,16.69414902,5.42038011550903,94.69380188,Very-high,100.0,0
UZB,Uzbekistan,Tashkent,Asia,Central Asia,Northern,1,0,447400,1,0,0,0,0,0,0,Turkic,Lower middle income,11878.5528706848,Lower-middle,4.439,31.8097631182563,45.1918282895449,18.325982693232,Agriculture-significant,0.10416,9.62825465956682,36361859.0,Medium,80.9084466129581,Moderate,1.97065383660565,50.9986686706543,Mixed,3.486,High,5.86451589287555,Maturing,72.528,High,12.8,6.74312878,5.47287597270024,89.50550079,High,100.0,0
VCT,St. Vincent and the Grenadines,Kingstown,Americas,Caribbean,Northern,0,1,389,1,0,0,0,0,1,0,Indo-European,Upper middle income,21272.0800673662,Upper-middle,18.093,15.4209047323377,66.4018742438693,3.54621278556935,Service-dominant,0.25372,3.62770736940927,100616.0,Tiny,259.802564102564,Dense,-0.700214310937747,47.8487050456749,Mixed,1.761,Below-replacement,11.8912499006122,Mature,71.382,High,10.2,4.43696308,6.4582691706334,76.19010162,High,100.0,1
VGB,British Virgin Islands,Road Town,Americas,Caribbean,Northern,0,1,151,0,0,0,0,0,0,0,Indo-European,High income,41369.422541499,High,7.5725,18.16571872812445,69.20218842807114,1.28792753551453,Service-dominant,0.39205,2.501895833531155,39471.0,Tiny,259.9,Dense,1.23892682902476,56.5072068980827,Mixed,1.048,Below-replacement,9.62352106609916,Maturing,77.431,High,11.4,7.19602823,3.17283855528435,77.7042682926829,High,100.0,8
VIR,Virgin Islands (U.S.),Charlotte Amalie,Americas,Caribbean,Northern,0,1,347,0,0,0,0,0,0,0,Indo-European,High income,49793.0324395716,High,11.423,18.16571872812445,69.20218842807114,1.28792753551453,Service-dominant,0.39205,2.501895833531155,104377.0,Tiny,299.762857142857,Dense,-0.516021671191835,95.3312197036061,Hyper-urban,1.97,Below-replacement,22.6900653671751,Super-aged,80.7707317073171,Very-high,9.1,7.19602823,3.587244718715085,64.3774942980087,Medium,100.0,8
VNM,Viet Nam,Hanoi,Asia,South-eastern Asia,Northern,0,0,331212,1,0,0,0,0,0,0,Austroasiatic,Lower middle income,16385.5065565458,Upper-middle,1.602,37.6414652034249,42.3596025324624,11.8634906983546,Industry-heavy,0.41456,3.62109273885843,100987686.0,Large,320.175197572656,Dense,0.631267006487247,38.4900703430176,Mixed,1.895,Below-replacement,9.04718319297274,Maturing,74.736,High,12.0,4.56109476,2.88738689372749,84.15,High,99.8,0
VUT,Vanuatu,Port-Vila,Oceania,Melanesia,Southern,0,1,12189,1,0,0,0,0,1,0,Austronesian,Lower middle income,3605.60736691735,Low,4.988,7.37210563507584,59.0507962071289,24.3052702502835,Agriculture-significant,0.03158,11.1825017088175,327777.0,Tiny,26.2845775225595,Sparse,2.27351944261437,22.2866933360645,Rural,3.569,High,4.29574940317746,Young,71.654,High,14.4,4.1186676,7.63695001602173,22.35140038,Low,61.6,1
WSM,Samoa,Apia,Oceania,Polynesia,Southern,0,1,2842,1,0,0,0,0,1,0,Austronesian,Upper middle income,8736.81606772538,Lower-middle,4.855,10.5838860006744,69.3629975714968,9.79503060602777,Service-dominant,1.54848,2.17245530514377,218019.0,Tiny,77.9363309352518,Moderate,0.62390639530784,17.5029115108018,Rural,3.801,High,5.88089597490133,Maturing,71.826,High,12.3,6.78103304,5.45616637544294,66.6787529,Medium,100.0,2
XKX,Kosovo,Pristina,Europe,Southern Europe,Northern,1,0,10887,0,0,0,0,0,0,0,Indo-European,Upper middle income,17864.4160145118,Upper-middle,10.2615,25.8029423102749,45.6806471652704,7.33520637426488,Mixed,0.36658,1.61944994559476,1594353.0,Small,68.79942232619435,Moderate,-5.39126176551648,50.3214443938994,Mixed,1.538,Below-replacement,10.0741041910268,Mature,78.222,Very-high,8.0,7.72932029,4.224859952926635,89.4430319734879,High,100.0,6
YEM,"Yemen, Rep.",Sana'a,Asia,Western Asia,Northern,0,0,527968,1,0,0,0,0,0,0,Afro-Asiatic,Low income,3487.0922917941853,Low,16.97,25.4429978433173,41.8118618427961,28.7451403146812,Agriculture-significant,0.04217,3.4081898410599254,40583164.0,Medium,74.6080250771824,Moderate,2.98210396880689,36.8077517596594,Mixed,4.499,High,2.52303760097367,Young,69.439,Medium,33.8,9.69559193,4.34319019317627,17.49099922,Low,83.6,4
ZAF,South Africa,Pretoria,Africa,Southern Africa,Southern,0,0,1221037,1,0,0,0,1,1,0,Niger-Congo,Upper middle income,15456.1989933658,Upper-middle,32.279,24.3105308888817,62.9921807546005,2.81119526983539,Service-dominant,0.61479,4.36115246518962,64007187.0,Large,52.1085690262058,Moderate,1.24951426055192,63.6917984858172,Urban,2.205,Replacement,6.69054794339382,Maturing,66.312,Medium,24.2,8.90966797,6.02110004425049,78.35759735,High,87.7,0
ZMB,Zambia,Lusaka,Africa,Eastern Africa,Southern,1,0,752612,1,0,0,0,0,1,0,Niger-Congo,Lower middle income,4214.89277804799,Low,5.898,35.2465830565142,57.1882934058153,2.83370764465019,Industry-heavy,0.333915,14.9856262747939,21314956.0,Medium,27.8776483407095,Sparse,2.81182258530958,45.4703838491279,Mixed,4.036,High,1.9467528327704,Young,66.528,Medium,34.6,5.97841072,4.07374933049157,17.10099983,Low,51.1,1
ZWE,Zimbabwe,Harare,Africa,Eastern Africa,Southern,1,0,390757,1,0,0,0,0,0,0,Niger-Congo,Lower middle income,5928.0806252756,Lower-middle,9.435,34.9926113141619,50.6052960837344,8.68845082778603,Mixed,0.333915,104.705170628667,16634373.0,Medium,42.24071862479,Moderate,1.7804822981922,39.8933716820696,Mixed,3.674,High,3.60165374437779,Young,63.064,Medium,62.4,2.92601609,0.384771297211919,41.64279938,Medium,62.0,1
